1017,46.16
1213,49.47
1348,50.49
1874,48.24
1151,60.44
2915,56.71
1455,60.44
1696,43.99
1794,46.45
8096,55.22
1936,58.81
2130,86.96
2309,82.4
2381,90.86
2577,77.03
2988,56.21
3039,62.93
3397,81.17
9026,69.12
3459,71.54
4106,69.75
3761,58.6
3805,74.74
3841,115.66
3958,49.02
1071,74.56
4008,78.81
4188,68.66
4142,77.47
9019,69.76
4240,61.69
4268,76.03
4302,73.23
4366,68.24
4482,68.01
4525,75.72
4703,62.0
4767,70.3
4927,57.88
4981,71.87
5103,57.68
5167,71.32
5210,77.42
5309,64.35
5336,73.61
5577,66.96
5700,68.68
5755,60.39
5826,70.52
6048,56.33
6119,93.58
6164,81.7
6217,64.53
6271,76.55
6397,85.44
6468,87.63
6547,79.96
6627,105.31
6592,66.63
6930,68.41
6761,74.27
6976,67.72
7044,80.0
7099,58.68
7348,64.38
7384,59.17
7197,82.9
7446,61.71
7767,72.62
7810,63.87
7865,58.99
7945,68.39
8014,68.89
8158,52.33
8229,84.9
8354,63.02
8425,76.85
8826,59.1
9262,39.28
9459,67.14
9495,38.0
9538,57.54
9574,52.41
9627,52.09
9654,50.17
11584,49.03
12091,36.54
9690,51.02
9743,69.93
9798,70.37
9832,77.38
9887,79.29
10051,78.54
10104,58.65
9930,71.28
10006,63.42
10195,65.21
10239,82.05
10293,74.01
10346,73.5
10373,60.52
10417,81.65
10453,76.49
10514,53.58
10532,73.87
10649,91.4
10701,83.0
12912,61.39
9280,59.12
10827,56.56
12920,59.24
10872,49.67
10916,57.46
10943,70.63
11058,82.99
11174,86.87
11236,88.38
11307,82.43
11352,60.22
9333,57.53
11398,41.53
11423,65.17
11478,101.08
11502,60.32
11539,60.96
11637,56.99
11664,75.77
11735,77.03
11762,79.89
11842,68.54
11940,54.62
11995,72.11
12037,46.8
12055,62.05
12126,74.8
12144,57.78
12206,60.74
12224,57.49
12242,70.59
12288,91.42
12340,61.44
12368,41.24
12402,86.49
9360,62.35
12457,81.07
12509,71.08
10765,74.47
12572,71.82
12689,67.12
12643,51.45
9397,44.17
12778,58.59
12938,56.4
12812,70.27
12849,63.39
12876,51.72
13169,41.21
13490,48.4
13622,41.74
13668,58.94
13301,53.09
13392,49.91
13757,57.5
13819,61.24
13891,75.06
13935,65.65
13999,71.37
14049,61.98
13187,54.03
14085,66.35
14165,61.7
14272,65.0
14450,66.92
14352,76.18
14405,69.91
14584,61.55
14673,71.47
14726,78.96
13276,58.93
14753,75.26
14851,63.08
14922,64.42
20063,63.44
14940,62.59
15064,69.76
15108,54.32
15233,67.99
15313,66.59
15402,67.62
15448,66.42
15493,61.83
15554,88.47
15652,72.31
15741,56.61
15830,69.73
15901,59.78
15983,65.79
16132,72.39
16285,67.69
16329,100.0
16365,59.25
16427,78.07
16454,75.73
16472,70.25
16506,63.1
16551,62.95
16613,59.2
16659,81.82
16739,66.69
16757,59.45
16908,65.29
16944,58.28
17049,62.78
13365,59.61
17101,61.98
17209,72.21
17254,63.43
